,Unnamed: 0,msno,song_id,source_system_tab,source_screen_name,source_type,target,name,isrc,city,bd,gender,registered_via,registration_init_time,expiration_date
485,485,BgWbzaxryLGgIz7LF4Lg2Yr7RdxAkx8U0orM3R9nI+c=,or8bLKNgYZJZB5b66vh9jQC8oQCxasGrL05rZVxMq70=,my library,Local playlist more,local-library,1,城裡的月光,,10,0,,4,20160117,20170927
486,486,2XnXVMaNuF3dal5tnYhsKf8nLkStT7lv3+FabkHn+cg=,uzU6ntNZT60j0CqFNXTpF6Oo8W3w5UwU/ANEODidW04=,my library,Local playlist more,local-library,1,CHEER UP,US5TA1600021,22,28,female,3,20120723,20180304
487,487,67srHylc0Cg0st01+Nn1ax8cIqIBPzEs8sWfskyc33g=,GQqErVwbH/YaifR6wl2S6prosRVHhwGO2/Aq5aIJLA8=,my library,Local playlist more,local-library,1,Demons (電影「跨越世紀的情書」預告曲、美國職棒大聯盟一週好球),USUM71201071,1,0,,7,20110407,20170910
488,488,67srHylc0Cg0st01+Nn1ax8cIqIBPzEs8sWfskyc33g=,r5BnHxvuPlLjwr4MHf3dF3yUY+NVS6rHrkVG7wVZ1uE=,my library,Local playlist more,local-library,1,Love Me Like You Do,GBUM71406823,1,0,,7,20110407,20170910
489,489,67srHylc0Cg0st01+Nn1ax8cIqIBPzEs8sWfskyc33g=,jRzcNOC0WGSfwQmr9ZP5mxiPYxAdkGrPFGc0GvS1dOs=,my library,Local playlist more,local-library,1,Flashlight (From Pitch Perfect 2),USUM71504653,1,0,,7,20110407,20170910
490,490,67srHylc0Cg0st01+Nn1ax8cIqIBPzEs8sWfskyc33g=,d9Flpsyq/y8CR3F213pnXUkrfK1fMClvhYH37pFSc7s=,my library,Local playlist more,local-library,1,Hello,GBBKS1500214,1,0,,7,20110407,20170910
491,491,IPctNXFZDMiWinj7Ag0GJTbIP9owKd5WaZ0tFb/STAs=,DEQhJpQFad8IXRU71BVOmbSkx9vmG+2pvC8wpQamniI=,my library,Local playlist more,local-playlist,1,Turn Around [5|4|3|2|1],USAT21002298,13,23,female,3,20120814,20171030
492,492,IPctNXFZDMiWinj7Ag0GJTbIP9owKd5WaZ0tFb/STAs=,cLpXPLkgvZlNs+wbtHh2zFjvGMH61BU5fj79s+G2/PE=,my library,Local playlist more,local-playlist,1,I Knew You Were Trouble,USCJY1231039,13,23,female,3,20120814,20171030
493,493,PTWuDw16MqVaurO7F5gOhVzKCN8Duh96+htZYEuys1k=,w+D8lp3jjUU9O7B6I+oWHcvyW3X3MayLXx3JucSPKas=,my library,Local playlist more,local-playlist,0,當店,,5,28,female,9,20060309,20170919
494,494,IPctNXFZDMiWinj7Ag0GJTbIP9owKd5WaZ0tFb/STAs=,SHV52/0W8kZcf3uJZF9+ZP3S5vu2RO4WNGhZ8qQHulU=,my library,Local playlist more,local-playlist,1,再見 (Goodbye),HKI111500002,13,23,female,3,20120814,20171030
495,495,PTWuDw16MqVaurO7F5gOhVzKCN8Duh96+htZYEuys1k=,80hnDqhSe9u2uIaLvDh1tCbwryzDrsf789zgDDF+k+s=,my library,Local playlist more,local-playlist,1,Work from Home,USSM11600251,5,28,female,9,20060309,20170919
496,496,PTWuDw16MqVaurO7F5gOhVzKCN8Duh96+htZYEuys1k=,izWkEacMHX6lc+hEC3QnWwWd2LXiHZ9tacUNpfUz+aw=,my library,Local playlist more,local-playlist,1,大齡女子 (Darling),TWW851500003,5,28,female,9,20060309,20170919
497,497,PTWuDw16MqVaurO7F5gOhVzKCN8Duh96+htZYEuys1k=,euRuXf+FKUosn295WoeqQbQJ4MQ7es1jJAQlmqZFA/I=,my library,Local playlist more,local-playlist,1,淘汰(國),HKUM70701241,5,28,female,9,20060309,20170919
498,498,IPctNXFZDMiWinj7Ag0GJTbIP9owKd5WaZ0tFb/STAs=,pkKADcjPLFdP9kX40L8dlmbLWkgUTqUB0LhurVLSTME=,my library,Local playlist more,local-playlist,1,我的路,TWA451500403,13,23,female,3,20120814,20171030
499,499,GhOMFq0TtoXFD8BXShUHSCRtt/ZRrBYd9ASvbpMS5D8=,4TkPrKyrxTD3tK/OHZqprZfvp5t/UcbG6pLkZIqYk9U=,my library,Local playlist more,local-library,1,茫茫到深更,,5,32,female,9,20090228,20170516
500,500,GhOMFq0TtoXFD8BXShUHSCRtt/ZRrBYd9ASvbpMS5D8=,4MGpo8+gE2ywZQfmxIn9lFKEtJ2u7uVUUJPbpAZIqhE=,my library,Local playlist more,local-library,1,I Bet,USSM11500082,5,32,female,9,20090228,20170516
501,501,GhOMFq0TtoXFD8BXShUHSCRtt/ZRrBYd9ASvbpMS5D8=,xsj0yMjUC4pvW9RNySQ6Ugd+r3JDho/f28596nODfm0=,my library,Local playlist more,local-library,1,未完成的愛情 (The Unfinished Love),TWQ371501002,5,32,female,9,20090228,20170516
502,502,GhOMFq0TtoXFD8BXShUHSCRtt/ZRrBYd9ASvbpMS5D8=,mwiwQWvFYiw2+HWBVguYMQ28woZcDqudC1d9lRdAOKE=,my library,Local playlist more,local-library,1,練習,HKD450200002,5,32,female,9,20090228,20170516
503,503,Dqh0zoxytLLbFt/7Q3QJ6Zb2g00D3PNh84PEWYENd2o=,wfSboJwFBF6YyVmGO0wCeRtMdrqwkOgwPHV+YmSUl5Y=,discover,Online playlist more,online-playlist,0,Can't Stop Loving You,TWD631656201,13,29,male,9,20041028,20170609
504,504,Dqh0zoxytLLbFt/7Q3QJ6Zb2g00D3PNh84PEWYENd2o=,LBFRdBacp7Ob6Ada2N7uCQ47DhiNT2KjUtwOA7oSm7I=,discover,Online playlist more,online-playlist,0,迷些路 (Lost On The Way),TWA451601607,13,29,male,9,20041028,20170609
505,505,Dqh0zoxytLLbFt/7Q3QJ6Zb2g00D3PNh84PEWYENd2o=,22wN6a2Q/qVQosA8OBfVg6AbwvI2KJnZ35DXLqpLHJg=,discover,Online playlist more,online-playlist,0,愛_不需要理由 (LOVE_NO REASON),,13,29,male,9,20041028,20170609
506,506,Dqh0zoxytLLbFt/7Q3QJ6Zb2g00D3PNh84PEWYENd2o=,WDhQhhbq+bwhBY642Fx3e5eGBdvqzzXmwiouCaVI0R0=,discover,Online playlist more,online-playlist,1,單身剛好,TWCG31600001,13,29,male,9,20041028,20170609
507,507,lc8/HRnjiaPsc/cZ6o6f6uKCAwn1opP43648Mx5dSe4=,XZeiB9lDrkOLhK8WMZeUko6ksnmRHZHhm+yJZycr7go=,my library,Local playlist more,local-playlist,0,鬧翻天,TWEM31211002,22,18,male,9,20141129,20170904
508,508,lc8/HRnjiaPsc/cZ6o6f6uKCAwn1opP43648Mx5dSe4=,A7Z2nDVASy04EpmfzOL9PRMN3hFVbWQ7ah4J+o9sLnE=,my library,Local playlist more,local-playlist,0,下輩子,TWA451500406,22,18,male,9,20141129,20170904
509,509,eUGlZhWLtMED/exwrjw2I4XuO/mS02zpS+aSyNSbDZc=,QZBm8SOwnEjNfCpgsKBBGPMGET6y6XaQgnJiirspW7I=,discover,Local playlist more,local-library,0,年輪說,TWUM71600042,4,19,male,3,20130806,20171001
510,510,eUGlZhWLtMED/exwrjw2I4XuO/mS02zpS+aSyNSbDZc=,OaEbZ6TJ1NePtNUeEgWsvFLeopkSln9WQu8PBR5B3+A=,discover,Local playlist more,local-library,0,走著走著就散了,,4,19,male,3,20130806,20171001
511,511,lc8/HRnjiaPsc/cZ6o6f6uKCAwn1opP43648Mx5dSe4=,JRa3KgSwWDyY17usXoi6jN8O6v6t6Tq4xcwjbUkbQFQ=,my library,Local playlist more,local-playlist,1,天真有邪,TWD951634102,22,18,male,9,20141129,20170904
512,512,lc8/HRnjiaPsc/cZ6o6f6uKCAwn1opP43648Mx5dSe4=,jeCeSesL0aKukeCFFGt3nc1sdJ8NFGgLQhkQxIzxtXU=,my library,Local playlist more,local-playlist,0,I Found A Girl,GBUM71601402,22,18,male,9,20141129,20170904
513,513,eUGlZhWLtMED/exwrjw2I4XuO/mS02zpS+aSyNSbDZc=,WL4ipO3Mx9pxd4FMs69ha6o9541+fLeOow67Qkrfnro=,discover,Local playlist more,local-library,0,夜空中最亮的星,HKI111600009,4,19,male,3,20130806,20171001
514,514,lc8/HRnjiaPsc/cZ6o6f6uKCAwn1opP43648Mx5dSe4=,uBVNqsMG/EXKeLzF0P/wLWksVQupYVvsgC2Wg/FzW1I=,my library,Local playlist more,local-playlist,0,自然醒,TWD951134102,22,18,male,9,20141129,20170904
515,515,eUGlZhWLtMED/exwrjw2I4XuO/mS02zpS+aSyNSbDZc=,cy10N2j2sdY/X4BDUcMu2Iumfz7pV3tqE5iEaup2yGI=,discover,Local playlist more,local-library,0,派對動物 (Party Animal),TWK231680790,4,19,male,3,20130806,20171001
516,516,DjgdXpwfFsFu5gBTcg5ExL/XdyD66E1IiWtyPnyfdS0=,35dx60z4m4+Lg+qIS0l2A8vspbthqnpTylWUu51jW+4=,my library,Local playlist more,local-library,1,癡情玫瑰花,TWD971500033,1,0,,7,20161029,20170930
517,517,u8KUUuPMyI9RrdmXqAWPxcCn3iZk1RSYQW0BGWe630g=,sCYBKfCWFAn+lgPlrmcWSl24bBFFV8pav1u3XTGLEQY=,my library,Local playlist more,local-playlist,1,愛*轉角,TWA770600604,13,21,female,4,20151009,20170929
518,518,DjgdXpwfFsFu5gBTcg5ExL/XdyD66E1IiWtyPnyfdS0=,wBTWuHbjdjxnG1lQcbqnK4FddV24rUhuyrYLd9c/hmk=,my library,Local playlist more,local-library,1,小幸運 (A little happiness),TWD951562101,1,0,,7,20161029,20170930
519,519,DjgdXpwfFsFu5gBTcg5ExL/XdyD66E1IiWtyPnyfdS0=,orFoUVVKXfPQcuMOJvj2XexoJt2BGs3oo+8xfxYuuuQ=,my library,Local playlist more,local-library,1,你惦我心內尚深的所在,TWA219505907,1,0,,7,20161029,20170930
520,520,7j5cZDsLVpOoB/8C4G5UZuKW/0t2lsp/Hm/COahKVtg=,ES86JRfxcI9nxEfNv70Y772KQc9gxpykvAD7XRTsBgM=,my library,Local playlist more,local-library,1,Scream & Shout,USUM71215597,1,0,,7,20120112,20170930
521,521,VvyhS0HkNHftI4FSO20YuhdYzj85pWdpeNRp+OILG6o=,YNS/NTBd/DKjo86SHYtxGGf+bJGCQ7yocr7w6MLseOA=,discover,Online playlist more,online-playlist,1,Always In My Heart,KRA301600379,13,23,female,3,20120731,20170911
522,522,VvyhS0HkNHftI4FSO20YuhdYzj85pWdpeNRp+OILG6o=,4WcWa+COrBHOZQXfsJdeymAF7H0CbnfQexEQQIxRV8M=,discover,Online playlist more,online-playlist,1,Congratulations,US5TA1500073,13,23,female,3,20120731,20170911
523,523,VvyhS0HkNHftI4FSO20YuhdYzj85pWdpeNRp+OILG6o=,WgDEBC9AFPXetaX7qiiNekPGc9905VKphpYq9fgf9PY=,discover,Online playlist more,online-playlist,1,이별밖에,KRA381500666,13,23,female,3,20120731,20170911
524,524,7j5cZDsLVpOoB/8C4G5UZuKW/0t2lsp/Hm/COahKVtg=,GvqRskctTm1xASnnS3nfFsxMXttxgAWUKevvLISLPUU=,my library,Local playlist more,local-library,1,管你的擁抱 fyf,TWCC31600002,1,0,,7,20120112,20170930
525,525,VvyhS0HkNHftI4FSO20YuhdYzj85pWdpeNRp+OILG6o=,Wp0WMe+Z8uXJAVL3nm0BLG+2HZnJbQ2zTgfViIYCGnk=,discover,Online playlist more,online-playlist,1,이 밤의 끝을 잡고 (LG유플러스 tv G 우퍼 광고 삽입곡),KRA381211014,13,23,female,3,20120731,20170911
526,526,VvyhS0HkNHftI4FSO20YuhdYzj85pWdpeNRp+OILG6o=,SR2mHnmKXpzZbxz2MuqJr1UMXu7ZzFpjxQOvACMaEN8=,discover,Online playlist more,online-playlist,1,Bye Bye My Blue,US5TA1600031,13,23,female,3,20120731,20170911
527,527,7j5cZDsLVpOoB/8C4G5UZuKW/0t2lsp/Hm/COahKVtg=,+Sm75wnBf/sjm/QMUAFx8N+Ae04kWCXGlgH50tTeM6c=,my library,Local playlist more,local-library,1,迷途羔羊,TWA451699902,1,0,,7,20120112,20170930
528,528,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,+ChF0l3KHku79/g9kCPjueP4IdaJNTQC9QrbKRC/MDY=,my library,Local playlist more,local-playlist,1,超跑女神,TWK971101211,13,25,male,9,20100713,20170929
529,529,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,8Kn45Wt6j2eOQSYFai72rdxvmy6rXFGXCcbi92hzOAY=,my library,Local playlist more,local-playlist,1,明明就,TWK971201104,13,25,male,9,20100713,20170929
530,530,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,XFHLjDoaY6CXF/1nSvU9X45JQAV8YxFjBvb8awukj1k=,my library,Local playlist more,local-playlist,1,Ending,TWA470713025,13,25,male,9,20100713,20170929
531,531,FUdHa9RThbbAQnakFlhj8dSHUzM7zQQo4KWwg+MSY38=,yVSAzLM7D6lisHNUJqpiIVx90mXrH9+Mj4YNKn1jV5c=,my library,Online playlist more,song,1,刻骨銘心,,6,0,female,3,20141011,20170412
532,532,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,NAFUMoVn+KTJxhV52gzBUJEVTytwhwbt7kVG6dqxxGA=,my library,Local playlist more,local-playlist,1,公公偏頭痛,TWK971201103,13,25,male,9,20100713,20170929
533,533,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,t6sDhQclu8ULvhj0gLsd/SX1DcUCf/ZoCZKd5gHER1M=,my library,Local playlist more,local-playlist,1,黃金甲,TWK970801401,13,25,male,9,20100713,20170929
534,534,29vpTAD8xpmrhAcHbwxNfo8rjQ9Rjj+QbohWEqtgmZo=,z15ThxwV94qTlhoBUHOzovdwDtPvSqSmYNJE4DEcMLE=,my library,Local playlist more,local-playlist,1,信仰愛情,TWB510327403,13,32,female,9,20120905,20171004
535,535,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,ruhsCpYkvesAW5GBiVkBZocnj6F9pPlLsqHpXSjw1OU=,my library,Local playlist more,local-playlist,1,浪漫手機,TWK970500909,13,25,male,9,20100713,20170929
536,536,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,sIP39gcYi1ctJsaio2qtzAuUAFT543cLoOa0+A8uBmM=,my library,Local playlist more,local-playlist,1,對不起,TWK970100207,13,25,male,9,20100713,20170929
537,537,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,B4zTMZ/an9RmxBJHxlP07ByYW45ycQGtqu6G89GNFM0=,my library,Local playlist more,local-playlist,1,星晴,TWK970000103,13,25,male,9,20100713,20170929
538,538,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,SqcRdmD4vSuIqcWkzjC9OFqOleqw1vyFGT+lexoiQBM=,my library,Local playlist more,local-playlist,1,瓦解,TWK970400816,13,25,male,9,20100713,20170929
539,539,uhovNdbWCJ9XX96mEEcSOX//np6kjxBILpotKtyNdY0=,XJaF98Gl+Z4LEozE3n4jkZ3BXLciupY9NiRSuTIA3XY=,my library,Local playlist more,local-playlist,1,世界未末日,TWK971101209,13,25,male,9,20100713,20170929
540,540,KP9C2DhtapjZuDpH3VNvtKQlI3LraMhMnkHw470H7XE=,OU6HcDvcWRYABsVBVZwr1LBphbvVsaiJi4/0SpsS4jg=,my library,My library,local-library,1,偷客兄,TWA451407910,13,43,female,9,20151001,20170911
541,541,2DU+vcUVAwQZ17mc6+uEf/HBFcHl094R2GKxNQO2BXo=,KTwCLWRbbJ5JQt1nYuMIrTG92i6mOIngZdWpSWypK2E=,my library,Local playlist more,local-library,1,小天使 (Little Angel),TWK231507904,13,28,male,9,20140602,20171003
542,542,2DU+vcUVAwQZ17mc6+uEf/HBFcHl094R2GKxNQO2BXo=,aFsjlzVY9sOlp1418eeUh9agul7hyJSAk0BQPumiSjE=,my library,Local playlist more,local-library,1,Something - 【三立「軍官情人」片頭曲】,TWK231507902,13,28,male,9,20140602,20171003
543,543,2DU+vcUVAwQZ17mc6+uEf/HBFcHl094R2GKxNQO2BXo=,EkQQds/JiNU5i9Omkpsuf15O5kq2mKGnPC8KnFIx+PM=,my library,Local playlist more,local-library,1,馬戲團公約,TWJ011000204,13,28,male,9,20140602,20171003
544,544,2DU+vcUVAwQZ17mc6+uEf/HBFcHl094R2GKxNQO2BXo=,ETsX1Odk7IrxHYt5obhTqYfr7ViCe5Gir/dnfmspzos=,my library,Local playlist more,local-library,1,黑白畫映,TWA550417201,13,28,male,9,20140602,20171003
545,545,XB1tdiedzUVsj1g8hhQvLWzaTHdI3GO5FcXB1UQcfYY=,qHD46j2HpNipwKHtoE0035AIr+FAdNYaSi1VNT3gACk=,discover,Discover Feature,online-playlist,1,Dangerously,USAT21502907,1,22,male,4,20161012,20170912
546,546,XB1tdiedzUVsj1g8hhQvLWzaTHdI3GO5FcXB1UQcfYY=,WWgB6GYGuyplhfw51plAbvpnixjsFA3XKSyEuTN42Tk=,discover,Discover Feature,online-playlist,1,Love Story,KRA381602349,1,22,male,4,20161012,20170912
547,547,ES/82LJNnZKcJl22u5AlSgau2y2snkNfq+ZOr8c3Onw=,Rerp71vL127G1162T5Bwgk3D6r/ZtiXDfWvYz+3ljhE=,my library,Local playlist more,local-library,1,女孩 (Girl),TWA211553801,1,0,,7,20130601,20171004
548,548,ES/82LJNnZKcJl22u5AlSgau2y2snkNfq+ZOr8c3Onw=,fWtBf0GSJnwaWiNisVGnnZjFAT8vmZ8n1SB7FAIlmOQ=,my library,Local playlist more,local-library,1,可惜 (Sorry to Say Goodbye),TWA211551801,1,0,,7,20130601,20171004
549,549,ES/82LJNnZKcJl22u5AlSgau2y2snkNfq+ZOr8c3Onw=,yI7FwZsDcamG2dF0zm6OgUJuXyeGFuupULxZpYeT1e8=,my library,Local playlist more,local-library,1,勢在必行,MYPN11100001,1,0,,7,20130601,20171004
550,550,ES/82LJNnZKcJl22u5AlSgau2y2snkNfq+ZOr8c3Onw=,3UUIA0sZkQ+fdlfYACa2BuePGOyXuoaT+1lRWdMYsLI=,my library,Local playlist more,local-library,1,Change,KRA391000008,1,0,,7,20130601,20171004
551,551,ES/82LJNnZKcJl22u5AlSgau2y2snkNfq+ZOr8c3Onw=,IgMar/mVrJQ+ODFPytDf7jwQMmR09+slyZUdVylRFLc=,my library,Local playlist more,local-library,1,關鍵詞 (The Key),TWA531576504,1,0,,7,20130601,20171004
552,552,ES/82LJNnZKcJl22u5AlSgau2y2snkNfq+ZOr8c3Onw=,9VVPfRYJsuy+rNGpepSEBW1U0Try0BJuHTqCnU7clnE=,my library,Local playlist more,local-library,1,夢想藍圖,TWC611612002,1,0,,7,20130601,20171004
553,553,m6TZlCWp0yhAB0fgK+mF1gxuF+Fs0VxGMgIN0SoSszw=,4HX63hBOASVq7jxkamlUivakdcRQPx5gFxtGST6PVEs=,my library,Local playlist more,local-playlist,0,A Thousand Years (feat. Steve Kazee),USAT21206055,1,0,,7,20111016,20171005
554,554,PbzT+Wzg1okQLoXxYrbpoAYbJ7hwuRCrKpTJpIjrfWo=,34IXh04bdV42ClAF+3lHsAjNQEA9yljeyamS6+Wv1BQ=,my library,Local playlist more,local-playlist,1,Nandemonaiya,JPPO01618977,13,28,female,9,20150127,20171205
555,555,PbzT+Wzg1okQLoXxYrbpoAYbJ7hwuRCrKpTJpIjrfWo=,vOZM+nsNJEf762lTbfBOLTASbidZsl39ou8OBo/Kwns=,my library,Local playlist more,local-playlist,1,在|也不見,TWUM71600011,13,28,female,9,20150127,20171205
556,556,PbzT+Wzg1okQLoXxYrbpoAYbJ7hwuRCrKpTJpIjrfWo=,X96NEF2NcG6gyKVF0+U3H98CgAlgecjthmaqQe0nLPE=,my library,Local playlist more,local-playlist,1,晴天,TWK970300503,13,28,female,9,20150127,20171205
557,557,m6TZlCWp0yhAB0fgK+mF1gxuF+Fs0VxGMgIN0SoSszw=,T+gG6igGOilMSihjbN3Pm3J1eG1mx2lUwxfrJlcMfhA=,my library,Local playlist more,local-playlist,1,Underneath the Tree (Cutmore Christmas Sleigh Ride Extended Mix),USRC11302311,1,0,,7,20111016,20171005
558,558,m6TZlCWp0yhAB0fgK+mF1gxuF+Fs0VxGMgIN0SoSszw=,b3Jz9rP8mhgq3c9LJLIBtL51u3zFnkBReBzGlzh8qAE=,my library,Local playlist more,local-playlist,1,死定了,TWUM71000096,1,0,,7,20111016,20171005
559,559,m6TZlCWp0yhAB0fgK+mF1gxuF+Fs0VxGMgIN0SoSszw=,Z4F2q1wLkrlom5Vs07/619ZlDIDeCanxKECzQ1Q10/s=,my library,Local playlist more,local-playlist,0,零,TWA470441001,1,0,,7,20111016,20171005
560,560,95BHDR2KTXtd7/IOL/B0+rc2NnE2pa3bb4Hke7YMXKs=,wtMNd46151Y+GbErUPr0q02JjpDcgh9BpJdBDy/40vQ=,my library,Local playlist more,local-library,0,Unforgivable Sinner,NOAHV9818010,1,0,,7,20131221,20170930
561,561,95BHDR2KTXtd7/IOL/B0+rc2NnE2pa3bb4Hke7YMXKs=,djVHL68Xk38E/ZbiuCMgb0nS1C1rzef5kenWQW+PNO0=,my library,Local playlist more,local-library,0,Everything's Good,NOAFC0900033,1,0,,7,20131221,20170930
562,562,95BHDR2KTXtd7/IOL/B0+rc2NnE2pa3bb4Hke7YMXKs=,zn8g6/6CQ7MHdH7BLoPf2lndTbxiX/DqJX1GwknkMKM=,my library,Local playlist more,local-library,0,A Place Nearby,NOAHV9818110,1,0,,7,20131221,20170930
563,563,gQvKOdJbOarixhDOwJA4TVGb7qYJg6aRrWyRUxwS5A0=,RWxmKLHRl5nTpVdHJl+Z6zQo9wQgFokm79louSZMAa8=,my library,Local playlist more,local-library,1,不想懂得,TWA210722802,1,0,,4,20151203,20170802
564,564,95BHDR2KTXtd7/IOL/B0+rc2NnE2pa3bb4Hke7YMXKs=,YpDCELNmG5XdC+6F2Iae1WH88psV6o72Xe6r/ydgdFc=,my library,Local playlist more,local-library,0,My Lucky Day,NOAHV0503070,1,0,,7,20131221,20170930
565,565,X4uyFRFm2fHVaeL+IBsXBgr4zJmFH7afpaW+BcIQ/3A=,r68WpYGT6DL3s4NTPB7bCFs5H/WJDpeR0927w4RGQY8=,my library,Local playlist more,local-playlist,1,夠了,TWUM71500056,13,34,male,9,20051204,20180226
566,566,X4uyFRFm2fHVaeL+IBsXBgr4zJmFH7afpaW+BcIQ/3A=,alzJo5KYLWPNHAyvbv62h/JfCdfg02VVmFkefxiM2Ak=,my library,Local playlist more,local-playlist,1,全城熱愛 (Feel The Love),TWEM31202005,13,34,male,9,20051204,20180226
567,567,X4uyFRFm2fHVaeL+IBsXBgr4zJmFH7afpaW+BcIQ/3A=,Rar9XxeqIaVghjLWy6Y+DC97seqp7WYrCOb9DvdAjJo=,my library,Local playlist more,local-playlist,1,獨一無二 (Only You),TWEM31101001,13,34,male,9,20051204,20180226
568,568,vb2J2H2GlF6ensG79o/Gdnku4AqJ4OyBdvDzRrjgnd8=,hfti1LJ7dd/RDDROiwfIRqGqrAhARW5/YsWyTegHsWs=,my library,Local playlist more,local-library,1,醉醉醉,,13,25,female,9,20121121,20170815
569,569,vb2J2H2GlF6ensG79o/Gdnku4AqJ4OyBdvDzRrjgnd8=,5Na+0mnyoKGSDym0Jsska0EC03l3MuidVov8e633SJM=,my library,Local playlist more,local-library,1,望天草,TWW451312001,13,25,female,9,20121121,20170815
570,570,vb2J2H2GlF6ensG79o/Gdnku4AqJ4OyBdvDzRrjgnd8=,C358O42FZLMVUhVh6gP36J5uhP5PRlnBWjb/sftwdfY=,my library,Local playlist more,local-library,1,不甘妳哭,,13,25,female,9,20121121,20170815
571,571,Ix1RlLsCGktMc8Q5oogErdJbfKL+HYj116+bYZ4qzMc=,Tx03INE7jKUjUxYCLsUDLYDBUea7pGt/3e+S1y7oJ3M=,my library,Local playlist more,local-library,0,愛久見人心,TWUM71200044,8,21,,3,20130722,20171006
572,572,Ix1RlLsCGktMc8Q5oogErdJbfKL+HYj116+bYZ4qzMc=,f8AtQF3xk9xSt2l/wXzm3EjiNkXhkUug8QTPNCRURJM=,my library,Local playlist more,local-library,1,為愛啟程,TWA471302001,8,21,,3,20130722,20171006
573,573,Ix1RlLsCGktMc8Q5oogErdJbfKL+HYj116+bYZ4qzMc=,ikMwb/NDfdL7ls8LlF1jNBmVFpMO2zf1731s93HBIiw=,my library,Local playlist more,local-library,0,GOOD BOY,TWA531401632,8,21,,3,20130722,20171006
574,574,Ix1RlLsCGktMc8Q5oogErdJbfKL+HYj116+bYZ4qzMc=,tw4jwJZvZAOHwFxB6BTHLb/5CB5+iRXLCjSU2VC1Jy0=,my library,Local playlist more,local-library,1,一個人還是想著一個人,TWA211429513,8,21,,3,20130722,20171006
575,575,Ix1RlLsCGktMc8Q5oogErdJbfKL+HYj116+bYZ4qzMc=,/MN1OBLj1L2uAn1qvDstccYPOq/GOFCfnQf3RF3p+xs=,my library,Local playlist more,local-library,0,Sunset Lovin',USWB11100001,8,21,,3,20130722,20171006
576,576,/AWH/G5cbiSZGcSp9eYTX57JHSG19rCHqyYjj9BzHEM=,T86YHdD4C9JSc274b1IlMkLuNdz4BQRB50fWWE7hx9g=,discover,Online playlist more,online-playlist,1,告白氣球,TWK971601308,1,0,,7,20151230,20170930
577,577,RkFU9AhiBPVEIgCOFs0YE2pfzkulYm0FiyHuAlo0jIw=,M2Wxd8DAeJjQZ8uoQOCkt5QTKMWUmVenuUQzu++sZhw=,my library,Local playlist more,local-playlist,1,天涯,TWA450063812,13,27,female,9,20130505,20171007
578,578,RkFU9AhiBPVEIgCOFs0YE2pfzkulYm0FiyHuAlo0jIw=,Wyi6AJkhiv7+zJOApGf8F6u9rrtSfiMqbXSwQCQL45Y=,my library,Local playlist more,local-playlist,1,蝴蝶飛阿,TWA539118801,13,27,female,9,20130505,20171007
579,579,RkFU9AhiBPVEIgCOFs0YE2pfzkulYm0FiyHuAlo0jIw=,vSienoHsurQ+h/33lcnBplK+zVESb/w6nNDhQopeAeU=,my library,Local playlist more,local-playlist,0,無字的情批,TWC319902101,13,27,female,9,20130505,20171007
580,580,RkFU9AhiBPVEIgCOFs0YE2pfzkulYm0FiyHuAlo0jIw=,RnzkyAOyu1Ui1GgdJVQTF5bWWmQ0pb7UHt2pBFD7xTc=,my library,Local playlist more,local-playlist,1,愛相隨,TWB819547703,13,27,female,9,20130505,20171007
581,581,Ne6ETpjA0NMFW6ZAZd5KYXHJrO8rCKE16arK/e1RdA8=,DWBkFM/9um2gkf+jl+UO6KhfKEaCqpapzAoH2FJMXzg=,my library,Local playlist more,local-playlist,0,再見只是陌生人,,12,27,male,4,20160227,20170810
582,582,Ne6ETpjA0NMFW6ZAZd5KYXHJrO8rCKE16arK/e1RdA8=,PYqqjMx1UaTNZdEVuuWnStMnLfGzTXINiMsVKnGHXE0=,my library,Local playlist more,local-playlist,0,依賴,,12,27,male,4,20160227,20170810
583,583,6XNzzi8wuyvsOJOK075FtInTPlgf1Rj8H/qBHkoTGFk=,pUaTmjnV7ap0ALKOL0rDq/hpDDwiCIPxjO43yULzCbE=,my library,Local playlist more,local-playlist,1,Love Story,USCJY0803275,1,0,,7,20110121,20170921
584,584,tgZ23S9kfDbKRvRHCNOWozw1BAlDi7EIgvDVx91ZZb8=,cy+Bv/P1BHhyRl/Q7lNv8GmdzUF+9zfPLoK+Ywhqs4w=,my library,Local playlist more,local-playlist,1,Elevator,USUM70833848,22,47,female,9,20160603,20170910
